director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
Andrew Jones,88,Lee Bane,, Horror,Sophia Del Pizzo,The Amityville Asylum,Jared Morgan,0,amityville,20000,2013,2.8
Donovan Marsh,91,Troye Sivan,, Comedy,John Cleese,Spud 2: The Madness Continues,Sven Ruygrok,0,,,2013,6.3
Josh Stewart,89,Skipp Sudduth,, Thriller,Josh Stewart,The Hunted,Katherine Von Till,0,,,2014,4.7
Ruben Alves,90,Joaquim de Almeida,, Comedy,Rita Blanco,La cage dorée,Roland Giraud,0,building|portuguese|soccer player|pregnant woman|immigration,7000000,2013,7.3
Goo-Bi GC,,Hidy Yu,, Action | Comedy | Crime,Chrissie Chau,Bao 3 qiao jiao wa,Dada Lo,0,,1500000,2013,4.0
Guillaume Gallienne,85,André Marcon,, Comedy,Guillaume Gallienne,"Les garçons et Guillaume, à table!",Françoise Fabian,0,same actor playing two characters simultaneously on screen|identity crisis|gay stereotype|masturbation|gender confusion,,2013,6.7
Ahishor Solomon,138,Randeep Hooda,, Drama,Naseeruddin Shah,John Day,Taran Bajaj,0,,,2013,5.6
Matt Orlando,89,Brenden Meers,, Horror | Thriller,Mischa Barton,A Resurrection,Devon Sawa,0,brother|spirit|priest|witch|high school,5000000,2013,4.0
Wing-Cheong Law,111,Sung-jun Yoo,, Action | Fantasy,Xing Yu,The Wrath of Vajra,Heon Jun Nam,0,death cult|martial arts|violence|karate|hapkido,100000000,2013,5.7
Mark Lamprell,104,Ronan Keating,, Comedy | Musical | Romance,Laura Michelle Kelly,Goddess,Magda Szubanski,0,,,2013,6.0
Amit Saxena,122,Nikhil Desai,, Drama | Thriller,Ranbir Chakma,Nasha,Raj Kesaria,0,drama teacher|obsession|caught masturbating|older woman teenage boy relationship|kiss,,2013,3.2
Eric Hurt,102,Art LaFleur,, Horror | Mystery | Thriller,Marc Singer,House Hunting,Hayley DuMond,0,going in circles,,2013,5.2
Christopher Roosevelt,92,Richard Kohnke,, Horror,Kayla Ewell,The Demented,Ashlee Brian,0,dog|baton rouge louisiana|louisiana|baseball bat|weekend,,2013,3.9
Fernando Coimbra,101,Juliano Cazarré,, Crime | Drama | Thriller,Thalita Carauta,O Lobo atrás da Porta,Milhem Cortaz,0,mistress|infidelity|death of child|brazil|directorial debut,1200000,2014,7.5
Giorgio Serafini,85,Billy Zane,, Action | Crime | Drama | Thriller,Dolph Lundgren,Blood of Redemption,Gianni Capaldi,0,money|henchman|criminal|fight|martial arts,2000000,2013,4.5
Jesse Peyronel,93,Robert Kazinsky,, Drama,Vinessa Shaw,Siren,Bess Wohl,1,one word title,,2013,6.5
Ragnar Bragason,97,Ingvar Eggert Sigurðsson,, Drama,Thora Bjorg Helga,Metalhead,Halldóra Geirharðsdóttir,1,grief|loss of child|mother daughter relationship|father daughter relationship|husband wife relationship,3500000,2015,7.1
Daniel Calparsoro,99,Alberto Ammann,, Action,Adriana Ugarte,Combustión,Álex González,0,,540000,2013,5.8
Sohrab Mirmont,95,Randy Wayne,, Crime,Sean Astin,The Freemason,Alex McKenna,0,,3500000,2013,7.1
Katja von Garnier,101,Marvin Linke,, Family,Hanna Binke,Ostwind,Cornelia Froboess,1,free|horse|talking to horse|sitting on a horse|horse's hooves,,2013,7.0
Marvin Kren,98,Edita Malovcic,, Horror,Gerhard Liebmann,Blood Glacier,Santos,0,scientist|glacier|banana|helicopter|impalement,,2013,5.4
Nicholas Brandt,83,Austin Rogers,, Thriller,Hallee Hirsh,Bad Behavior,Linda Hamilton,0,,,2013,4.7
Gabriel Sabloff,90,Brian Bosworth,, Action,David A.R. White,Revelation Road 2: The Sea of Glass and Fire,Eric Roberts,0,rapture|gang|biker|outlaw|sheriff,,2013,5.2
Shaheer Naqvi,52,Christian Reyes,, Action | Drama | Sci-Fi,Mason Jendel,Last Son,Ambar Soto Rivera,0,,800,2013,3.9
Alex Smith,105,David Morse,,,Chaske Spencer,Winter in the Blood,Gary Farmer,0,montana|slaughter rule|native american|shift the power|twilight,,2014,6.5
Cody Calahan,90,Cody Ray Thompson,, Horror | Sci-Fi | Thriller,Michelle Mylett,Antisocial,Adam Christie,0,,,2014,4.5
Sacha Bennett,86,Emily Atack,, Action,Luke Treadaway,Get Lucky,Craig Fairbrass,1,attempted rape|black tights|couple embracing|bedroom|machine gun,5000000,2013,4.2
Carl Franklin,106,Joseph A. Garcia,, Drama | War,Luke Ganalon,"Bless Me, Ultima",Miriam Colon,0,new mexico|medicine woman|family relationships|year 1944|priest,,2013,6.5
Will Wallace,108,Bill Paxton,, Drama | Romance,Glen Powell,Red Wing,Frances Fisher,2,,,2013,7.2
Dani de la Orden,96,Jan Cornet,, Comedy | Drama | Romance,Francesc Colomer,"Barcelona, nit d'estiu",Joan Dausà,0,football club|baby|single|football|family man,,2013,6.2
Alan Yuen,118,Ka Tung Lam,, Action | Crime | Thriller,Chen Yao,Firestorm,Andy Lau,1,hong kong police|police escort attacked|die hard scenario|gunfight|shootout,,2013,6.2
Mark Thiedeman,73,Samuel Pettit,, Drama | Romance,Deb Lewis,Last Summer,Sean Rose,0,boyfriend boyfriend relationship|gay lead character|summer|high school sweethearts|coming of age,,2013,5.8
Brett Heard,84,Eva Amurri Martino,, Comedy,Donald Faison,Stag,Jon Dore,0,prank|prank gone wrong|pineapple|what happened to epilogue|woman in a wheelchair,,2013,4.0
Russ Parr,,Rashan Ali,, Drama,Terri Abney,A Christmas Blessing,Steven T. Allen,1,,600000,2013,8.0
Susan Seidelman,,Wanda Sykes,, Comedy,Brooke Shields,The Hot Flashes,Daryl Hannah,0,high school|basketball|breast cancer|pun in title|feminist,4000000,2013,5.0
Michel Comte,107,Edoardo Ponti,, Drama | Music | Romance,Mariko Wordell,The Girl from Nagasaki,Paulina Semionova,0,,,2013,7.6
Bobby Boermans,,Isis Cabolet,, Thriller,Hannah Hoekstra,App,Robert de Hoog,0,app|revenge|smartphone,1500000,2014,5.4
Markus Blunder,100,Maximilian Harnisch,, Drama | Thriller,Sophie Lowe,Autumn Blood,Peter Stormare,1,rape|nude swimming|female nudity|mountain|orphan,,2014,5.3
David Scheinmann,96,Brian Cox,, Drama,Jack Smith,Believe,Natascha McElhone,0,boy|football|dream|team|11 year old,6000000,2014,5.6
Aaron Sharff,82,Tom Sizemore,, Drama,David Warner,Before I Sleep,Bonnie Wright,0,poetry,,2013,7.6
Mark de Cloe,97,Georgina Verbaan,, Comedy,Katja Herbers,Mannenharten,Hadewych Minis,0,school|yoga|tram|christmas tree|new year,,2013,5.7
Sean McNamara,86,Penelope Ann Miller,, Adventure | Drama | Family | Sci-Fi,Kim Coates,Robosapien: Rebooted,David Eigenberg,0,robot|boy,,2013,4.8
Jane Weinstock,90,Martin Henderson,, Thriller,Jennifer Jason Leigh,The Moment,Alia Shawkat,1,,,2013,5.0
Mark Albiston,98,Julian Dennison,, Drama,Kevin Paulo,Shopping,Jacek Koman,0,,,2013,6.7
Sturla Gunnarsson,95,Adam Beach,, Action | Sci-Fi,Dominic Purcell,Ice Soldiers,Gabriel Hogan,1,camera shot of feet|exotic dancer|bare breasts|ankle tattoo|chained to a wall,,2014,4.2
Tom Petch,83,Nicholas Beveney,, Action | Drama | War,Owain Arthur,The Patrol,Daniel Fraser,0,soldier|british|afghanistan|ministry of defence|year 2006,1000000,2014,4.3
Benny Chan,140,Louis Koo,, Action | Crime | Thriller,Ching Wan Lau,Sao du,Nick Cheung,0,drug|killed in police car|police officer shot in the back|police officer shot in the chest|police shootout,,2013,6.7
Selçuk Aydemir,106,Murat Cemcir,, Comedy,Ahmet Kural,Dügün Dernek,Rasim Öztekin,0,wedding|village|implied nudity|man dressed as woman|turkey the country,2500000,2013,7.4
Swamy M. Kandan,89,Ali Faulkner,, Horror | Mystery | Thriller,Jonathan Bennett,The Secret Village,Richard Riehle,2,screenwriter|journalist|roses|restaurant|laptop,1950000,2013,2.4
Lav Diaz,250,Angeli Bayani,, Crime | Drama,Sid Lucero,"Norte, hangganan ng kasaysayan",Archie Alemania,0,mother|law student|prison|double murder|murder,,2014,7.5
Cory Krueckeberg,91,Matthew Camp,, Drama | Romance,Tanner Cohen,"Getting Go, the Go Doc Project",Ramon O. Torres,1,male frontal nudity|crush|go go dancer|american flag|reference to andy warhol,,2013,7.1
Wiebke von Carolsfeld,99,Taylor Schilling,, Drama,Aidan Quinn,Stay,Gina Moxley,0,ireland|fear of commitment|troubled relationship|younger woman older man relationship|pregnancy,,2014,5.7
Subhash Kapoor,135,Amrita Rao,, Action | Comedy | Drama,Arshad Warsi,Jolly LLB,Boman Irani,0,,,2013,7.3
Pantelis Voulgaris,132160132,Sofia Kokkali,, Drama | Romance,Pinelopi Tsilika,Little England,Aneza Papadopoulou,0,,,2014,7.9
Çagan Irmak,92,Deniz Celiloglu,, Drama,Aras Bulut Iynemli,Tamam miyiz?,Asli Enver,1,illustrator|tetra amelia syndrome|sculptor|fire tower|wheelchair,,2013,7.1
Rasmus Heide,89,Rasmus Bjerg,, Comedy | Crime,Jonatan Spang,All for Two,Mick Øgendahl,0,sequel|heist|parole|three word title|number in title,,2013,6.0
Tom Anton,120,Jason Lewis,, Crime,Jaime King,The Pardon,Leigh Whannell,0,trial|electric chair|murder accomplice|prison term|boxing match,5000000,2013,5.7
Glenn Miller,91,Laura Alexandra Ramos,, Biography | Horror,Marissa Lynne Johnson,The Bell Witch Haunting,Cat Alter,0,video camera|blood|gore|female nudity|topless,,2013,3.6
Philippe Claudel,103,Kristin Scott Thomas,, Drama,Daniel Auteuil,Avant l'hiver,Leïla Bekhti,2,,,2013,6.3
Kevin P. Farley,88,Carly Craig,, Comedy | Horror,Kevin P. Farley,Paranormal Movie,Nicky Whelan,0,masturbation|pedophile|slapstick|scatological humor|parody,,2013,2.2
Mariana Chenillo,105,Daniela Rincón,, Romance,Andrés Almeida,Paraíso,Camila Selser,0,,,2014,6.3
Luca Boni,87,Mike Mitchell,, Action | Horror | Sci-Fi,Christian Boeving,Zombie Massacre,Tara Cardinal,0,nuclear plant|zombie|military|gore|blood splatter,1000000,2013,2.3
Jordan Barker,82,Robin Dunne,, Horror | Thriller,Katharine Isabelle,Torment,Peter DaCunha,0,newlywed|record player|friedrich nietzsche quotation|police officer killed|car battery,,2014,4.7
Stephen Frears,97,Frank Langella,, Drama,Christopher Plummer,Muhammad Ali's Greatest Fight,Ed Begley Jr.,0,fight|court|boxer|supreme court|vietnam war,,2013,6.8
Gia Milani,118,Kevin Zegers,, Comedy | Drama,Karine Vanasse,All the Wrong Reasons,Emily Hampshire,0,fire|single mother|department store|amputee|post traumatic stress disorder,1200000,2014,6.1
Jacques Doillon,99,James Thierrée,, Drama,Sara Forestier,Mes séances de lutte,Louise Szpindel,0,licking vagina|older man younger woman|coitus|penis|blue panties,,2013,5.4
Paul D. Hannah,96,Sharon Leal,, Thriller,Omari Hardwick,The Last Letter,Gary Dourdan,0,,,2013,4.2
Kannan Iyer,135,Konkona Sen Sharma,, Horror | Romance | Thriller,Emraan Hashmi,Ek Thi Daayan,Kalki Koechlin,1,witch|witchcraft|psychotherapist|boyfriend girlfriend relationship|hospital,,2013,5.7
Katell Quillévéré,94,François Damiens,, Drama,Sara Forestier,Suzanne,Adèle Haenel,0,forename as title|courtroom|female protagonist|teenage girl|french,,2013,6.7
Amaan Khan,105,Ajay Devgn,, Animation | Action,Amitabh Bachchan,Mahabharat,Vidya Balan,0,,400000,2013,5.5
Demetrius Navarro,93,Jonathan Bennett,, Drama | Family | Music,Ethan Bortnick,Anything Is Possible,Lacey Chabert,1,orphanage|tsunami|concert|basement|friendship,,2013,5.9
Per Hanefjord,105,Richard Ulfsäter,, Crime,Claudia Galli,Tyskungen,Eva Fritjofson,0,part of series|in laws|boy|adolescent|secret past,,2013,5.9
W.D. Hogan,90,Andrea Brooks,, Action | Sci-Fi,Ryan Merriman,Independence Daysaster,Emily Holmes,0,usaf|to be continued ending|uncle nephew relationship|kiss|fireworks,1800000,2013,3.4
Andrew Weiner,87,Heather Stephens,, Horror | Sci-Fi,Kris Lemche,The Frankenstein Theory,Timothy V. Murphy,0,wilderness|professor|cold|ice|mountain,,2013,4.2
Diederik Van Rooijen,114,Fedja van Huêt,, Drama | Mystery | Thriller,Derek de Lint,Daglicht,Monique van de Ven,1,family secret|mother son relationship|based on novel|pregnant|baby,,2013,7.0
Emmett Callinan,91,Steve West,, Sci-Fi,Keith Reay,Dark Space,Alana Dietze,0,,750000,2013,3.9
Charles Band,87,Gregory Blair,, Comedy | Fantasy | Horror,Karen Black,Ooga Booga,Ciarra Carter,0,trailer park|african american|spear|fainting|convenience store,,2013,3.6
Adam Beamer,94,Michael Gladis,, Action | Comedy,Ethan Embry,Armed Response,Clea DuVall,1,robbery|heist,,2014,5.2
Charlie Vaughn,100,Dudley Beene,, Comedy,Brandon Alexander III,First Period,Lauren Rose Lewis,0,high school|gay teenager|gay kiss|gay character|gay interest,,2013,6.5
Dilip Ghosh,174,Pooja Chopra,, Action,Vidyut Jamwal,Commando,Jaideep Ahlawat,0,bare chested male bondage,,2013,6.0
Griff Furst,88,Nicoye Banks,, Sci-Fi | Thriller,Michael Baird,Ragin' Cajun Redneck Gators,Christopher Berry,0,attacking|alligator|redneck family|vegetarian|crossbow,,2013,3.6
Amin Dora,100,Lara Rain,, Comedy | Drama | Family,Georges Khabbaz,Ghadi,Emmanuel Khairallah,0,,2425000,2013,7.5
William Savage,90,Spencer Grammer,, Comedy | Drama | Romance,Josh Pence,In Lieu of Flowers,Nate Corddry,0,,2000000,2014,6.1
Annette K. Olesen,90,Kim Bodnia,, Crime | Drama | Thriller,Trine Dyrholm,Skytten,Kristian Halken,1,denmark|title directed by female|remake|sniper|one word title,,2013,5.5
Edward Pionke,94,Mackenzie Wiglesworth,, Drama | Thriller,Casey Chapman,Mother's Milk,Scott Anderson,1,,,2013,4.8
Måns Mårlind,119,Maja Kin,, Drama | Music | Romance,Marie Richardson,Känn ingen sorg,Eric Ericson,1,long take|sea|traveller|music gig,,2013,7.2
Eoin Macken,88,Jack Reynor,, Drama | Romance | Thriller,Tom Hopper,Cold,Eoin Macken,0,brother,50000,2016,8.0
Ming-liang Tsai,138,Kuei-Mei Yang,, Drama,Kang-sheng Lee,Stray Dogs,Yi-Ching Lu,0,alcoholic|washing hair|urination|eating cabbage|birthday,,2014,6.9
Chris Lowell,76,Beck Bennett,, Comedy | Drama | Romance,Ryan Eggold,Beside Still Waters,John Lorenger,2,,,2014,6.3
Iram Haq,100,Ola Rapace,, Drama,Amrita Acharia,Jeg er din,Prince Singh,0,single mother|masturbation|male rear nudity|aspiring actress|culture clash,,2013,6.2
Hiner Saleem,100,Golshifteh Farahani,, Drama,Korkmaz Arslan,My Sweet Pepper Land,Suat Usta,1,tribal chief|school teacher|school|teacher|police,2600000,2014,7.0
Anurag Singh,140,Neeru Bajwa,, Comedy | Romance,Diljit Dosanjh,Jatt & Juliet 2,Jaswinder Bhalla,1,,2000000,2013,7.5
Hasan Karacadag,120,Mehmet Canbeg,, Horror,Elcin Atamgüc,Dabbe: Cin Çarpmasi,Sabriye Günüç,1,,,2013,7.2
Nikolay Lebedev,134,Oleg Menshikov,, Biography | Drama | Sport,Danila Kozlovsky,Legenda No. 17,Svetlana Ivanova,1,ice hockey|number 7 in title|canada|national hockey league|ice hockey team,10000000,2013,7.7
Daniel Auteuil,102,Victoire Bélézy,, Drama,Daniel Auteuil,Fanny,Jean-Pierre Darroussin,1,port|wedding|threatened with a gun|dictating a letter|letter,,2014,6.8
Robert Figueras,84,Geraldine Chaplin,, Horror | Mystery,Melina Matthews,Panzer Chocolate,Ariadna Cabrol,0,bunker|nazi|transmedia|interactive|woods,,2013,4.7
Benjamin Gourley,89,Ariana Bagley,, Family,Luke Perry,Scoot & Kassie's Christmas Adventure,Cate Allen,0,friend|christmas|dog|choir practice|standing ovation,,2013,5.0
Lucy Phillips,96,Tessa Ferrer,, Sci-Fi | Thriller,Trevor Morgan,Abducted,Jelly Howie,0,,,2013,4.5
Ugur Yücel,100,Ugur Yücel,, Drama,Beren Saat,Benim Dünyam,Ayça Bingöl,2,teacher|cane|telephone call|nonlinear timeline|flashback,,2013,7.5
Dietrich Johnston,96,Michael Bailey Smith,, Action | Comedy | Horror,Brennan Elliott,Blood Shot,Brad Dourif,0,,3500000,2013,3.3
Michael Matteo Rossi,77,Samantha Robinson,, Drama | Thriller,Jonathan Bennett,Misogynist,Eve Mauro,0,,100000,2015,4.2
Joel Kapity,141,Thomas Mikal Ford,, Drama,Joshlyn Camille Lomax,Dreams,Mel Jackson,2,,,2013,5.9
Rok Bicek,112,Natasa Barbara Gracner,, Drama,Igor Samobor,Razredni sovraznik,Tjasa Zeleznik,0,no music during end credits|slovenia|german teacher|suicide|classroom,565000,2014,7.8
Matt Thompson,88,Kimberly Alexander,, Horror,Matt Thompson,Bloodline,Jesse Kristofferson,0,wendigo|curse|shaman|native american,,2013,3.9
David Andalman,83,Tyler Ross,, Comedy,Leo Fitzpatrick,American Milkshake,Shareeka Epps,1,,,2013,4.7
Matt Hish,90,Scott Rosa,, Comedy,Michael Graziadei,The Blackout,Flood Reed,0,urinating in a pool|erection|party|urination|vomiting,1300000,2013,2.6
Yong-gyun Kim,104,Ki-joon Uhm,, Crime | Horror | Thriller,Si-young Lee,Deo web-toon: Ye-go sal-in,Hae-hyo Kwon,1,death|ghost|dark secret|crime investigation|murder investigation,,2013,6.3
George Anton,92,Brando Abro,, Comedy,Matt Abel,Dead on Arrival,Edie J. Adler,1,youtube|howard stern|dead on arrival,247000,2013,5.1
Sreenu Vaitla,164,Kajal Aggarwal,, Action | Comedy,Junior N.T.R.,Baadshah,Navdeep,0,,450000000,2013,6.6
Sylvain Chomet,106,Anne Le Ny,, Comedy,Guillaume Gouix,Attila Marcel,Bernadette Lafont,0,birthday|concert|neighbor|apartment|accidental death of father,,2013,7.0
Christian Duguay,130,Marina Hands,, Biography | Drama | Sport,Guillaume Canet,Jappeloup,Daniel Auteuil,0,olympics|show jumping|loss of father|rider horse relationship|equestrian,26600000,2013,6.7
Alain Gsponer,92,Emily Kusche,, Family | Fantasy,Jonas Holdenrieder,Das kleine Gespenst,Nico Hartung,0,ghost|friendly ghost|based on novel|character name in title,,2013,5.8
Takashi Miike,124,Nanako Matsushima,, Thriller,Takao Ohsawa,Wara no tate,Gorô Kishitani,0,police|police convoy|japanese police|traitor|fight in train,,2013,6.3
Yûichi Onuma,96,Mugi Kadowaki,, Drama,Aoi Morikawa,Sukûrugâru konpurekkusu: Hôsôbu-hen,Maaya Kondô,0,seduction between girls|schoolgirl|lesbianism|lesbian interest|lesbian,,2013,6.3
Ronny Yu,102,Adam Cheng,, Adventure | History,Fan Xu,Yang jia jiang,Ekin Cheng,0,military family|martial arts|sung dynasty|three word title|character name in title,20000000,2013,6.4
Hilde Van Mieghem,,Anna Drijver,, Comedy | Romance,Susan Visser,Smoorverliefd,Anna Raadsveld,0,beach|dating|teacher|sex scene|school,,2013,4.9
Sangeeth Sivan,154,Sunny Deol,, Action | Comedy | Drama,Dharmendra,Yamla Pagla Deewana 2,Bobby Deol,0,club|box office flop|sumo wrestler|goons|scrap yard,,2013,3.4
Cheyenne Picardo,120,Ashlie Atkinson,, Drama,Kira Davies,Remedy,Julia Ubrankovics,1,bdsm|mistress|kink|erotica|episodic structure,,2015,6.3
Chandran Rutnam,86,Ben Cross,, Action | Thriller,Ben Kingsley,A Common Man,Patrick Rutnam,0,die hard scenario,,2013,4.7
Torun Lian,105,Jakob Oftebro,, Drama | Romance,Iben Akerlie,Victoria,Petronella Barker,1,love|love triangle|tragedy|one word title|based on novel,6100000,2013,5.7
,74,Scott McNeil,, Animation | Adventure | Family | Fantasy | Musical,Lalainia Lindbjerg,The Princess Twins of Legendale,Nicole Oliver,0,,,2013,5.6
Tomer Almagor,103,Bret Roberts,, Drama | Romance,Amy Seimetz,9 Full Moons,Donal Logue,0,lost purse|bicycle|smoking|weed|guitarist,,2014,5.2
Norberto Ramos del Val,82,Diana Gómez,, Comedy | Fantasy | Horror,Javier Bódalo,Faraday,Daniela Costa,0,,,2015,4.2
Brian Brightly,76,Danay Garcia,, Comedy,Kate Siegel,Man Camp,Dean Cain,0,,,2013,5.7
Jean van de Velde,120,Neil Sandilands,, Drama | History,Gaite Jansen,Hoe duur was de suiker,Yannick van de Velde,1,plantation|colony|slave|suriname|half sister,6011348,2013,6.7
Lucien Förstner,106,Steven Weber,, Horror | Mystery | Thriller,Andreas Wisniewski,Bela Kiss: Prologue,Joachim Günthner,0,serial killer|hotel|bank robber|hotel lobby|hotel room,,2013,4.1
Laïla Marrakchi,100,Nadine Labaki,, Drama,Morjana Alaoui,Rock the Casbah,Hiam Abbass,0,husband wife relationship|mother son relationship|three word title,,2013,6.6
Eric England,88,Nicholas Tucci,, Horror,Symba,Chilling Visions: 5 Senses of Fear,Danae Nason,0,anthology|fear|stabbed with a pencil|telephone|cell phone,,2015,5.0
Arnaud Larrieu,110,Karin Viard,, Crime | Thriller,Mathieu Amalric,L'amour est un crime parfait,Maïwenn,1,male nudity|male frontal nudity|male pubic hair|love|literature professor,,2014,5.9
George Markakis,96,Yiannis Kolios,, Drama | Romance,Christoph Forny,India Blues: Eight Feelings,,0,explicit sex|language barrier|facial hair|anal sex|vacuum,,2013,6.0
Nick Everhart,101,Craig Blair,, Horror,Eliza Swenson,The Penny Dreadful Picture Show,Theodore Bouloukos,0,,,2013,5.1
Damion Stephens,88,Anna Pheil,, Comedy,Ben Savage,Girl Meets Boy,Richard Riehle,0,,,2013,4.0
Gokul,136,Ashwin Kakumanu,, Comedy,Vijay Sethupathi,Idharkuthane Aasaipattai Balakumara,Swathi Reddy,0,,,2013,7.1
Michael Radford,100,Mario Casas,, Comedy | Drama,María Valverde,La mula,Daniel Grao,2,based on novel,9500000,2013,6.1
Nalan Kumarasamy,135,Sanchita Shetty,, Comedy | Crime | Thriller,Vijay Sethupathi,Soodhu Kavvum,Radha Ravi,1,kidnapping|ransom|tough cop|abduction|politics,70000000,2013,8.4
A.D. Calvo,74,Valentina de Angelis,, Horror | Thriller,Guy Wilson,The Midnight Game,Deborah Twiss,0,game|ritual|pagan|ghost|cross,,2013,4.8
Ushmey Chakraborty,112,Nina Sarkar,, Drama,Nikkesha,Lucky Man,Vivek Devrani,0,,,,
Paul Wright,92,Kate Dickie,, Drama,George MacKay,For Those in Peril,Michael Smiley,0,outcast|folk tale|coast|raft|sole survivor,,2013,6.3
Giulio De Santi,80,Michael Howe,, Action | Horror,Rayner Bourton,Hotel Inferno,Jessica Carroll,0,,,2013,4.6
Rick Rosenthal,82,Eloise Mumford,, Thriller,Matt O'Leary,Drones,Whip Hubley,0,,,2014,4.5
Rob Moretti,94,Blanche Baker,, Drama | Romance | Thriller,Rebekah Aramini,Truth,Angel Brazier,0,male rear nudity|bare chested male|male nudity|male frontal nudity|borderline personality disorder,,2014,5.0
Bård Breien,84,Martin L. Lotherington,, Comedy | Crime | Drama,Svein André Hofsø Myhre,Detektiv Downs,Bjørn Sothberg,0,,24951000,2013,5.6
Pavel Parkhomenko,108,Mikhail Filippov,, Biography | Drama | History,Yaroslav Zhalnin,Gagarin. Pervyy v kosmose,Olga Ivanova,0,soviet military|national hero|1960s|space flight|rocket,9500000,2013,6.6
Puri Jagannadh,137,Amala Paul,, Action | Romance | Thriller,Allu Arjun,Iddarammayilatho,Catherine Tresa,0,,,2013,5.5
Srdan Golubovic,112,Leon Lucev,, Drama,Aleksandar Bercek,Krugovi,Nebojsa Glogovac,0,inspired by true events|flashback|metaphor|pen|fake passport,,2013,7.9
Ram Ramesh Sharma,149,Chandra Shekhar Dutta,, Drama | Thriller,Alok Chaturvedi,Kaafiron Ki Namaaz,Joydip Mukhopadhyay,0,,,2016,7.1
Menno Meyjes,88,Daan Schuurmans,, Drama | Thriller,Thekla Reuten,Het Diner,Jacob Derwig,0,dinner|history teacher|prime minister|father son relationship|waiter,,2013,6.1
Cheol-soo Jang,124,Gi-woong Park,, Action | Comedy | Drama,Soo-hyun Kim,Eun-mil-ha-gae eui-dae-ha-gae,Hyun-woo Lee,1,,,2013,6.8
Dimitris Bavellas,86,Makis Papadimitriou,, Drama | Sci-Fi,Maria Skoula,Runaway Day,Errikos Litsis,1,,,2013,6.5
Terry Miles,89,Jennifer Beals,, Comedy | Drama | Romance,Lauren Lee Smith,Cinemanovels,Ben Cotton,0,,,2013,5.2
Robert Kirbyson,87,John Billingsley,, Thriller,Nicole Gale Anderson,Red Line,Kunal Sharma,0,,,2013,5.0
Tomasz Wasilewski,93,Marta Nieradkiewicz,, Drama | Romance,Mateusz Banasiuk,Plynace wiezowce,Bartosz Gelner,0,male frontal nudity|kicked in the stomach|kicked in the back|nude swimming|skinny dipping,,2013,6.2
Kieran Parker,87,Iván Kamarás,, Action | Horror | Sci-Fi,Bryan Larkin,Outpost: Rise of the Spetsnaz,Velibor Topic,0,period film|world war two|horror movie prequel|prequel|part of trilogy,,2013,5.1
Prabhudheva,146,Sonakshi Sinha,, Action,Shahid Kapoor,R... Rajkumar,Sonu Sood,0,drugs|director cameo|lust|stabbed in the stomach|pain,400000000,2013,5.1
Kim Mordaunt,96,Loungnam Kaosainam,, Drama,Sitthiphon Disamoe,The Rocket,Suthep Po-ngam,0,two word title,2000000,2013,7.4
Rolf de Heer,108,Peter Djigirr,, Drama,David Gulpilil,Charlie's Country,Luke Ford,0,australian aborigine|community|food|cracked windshield|broken windshield,,2014,7.3
Tommy Golden,9574,Daniel Emery Taylor,, Horror,Jim O'Rear,The Hospital,John Dugan,0,,100000,2013,2.7
John Jencks,89,Marina Stoimenova,, Drama | Thriller,Catherine McCormack,The Fold,Dakota Blue Richards,1,priest|cornwall|female protagonist|polish|bulgarian,,2014,4.9
Marcelo Piñeyro,106,Mario Casas,, Drama,Belén Rueda,Ismael,Sergi López,0,,,2013,6.3
Josh Stolberg,90,Sterling Beaumon,, Horror | Thriller,Raleigh Holmes,Crawlspace,Jonathan Silverman,0,one word title,,2013,4.8
Ashima Chibber,101,Rhea Chakraborty,, Comedy,Saqib Saleem,Mere Dad Ki Maruti,Ram Kapoor,1,,,2013,6.5
Søren Kragh-Jacobsen,100,Søren Malling,, Crime | Drama,Sofie Gråbøl,I lossens time,Lia Boysen,1,suicide|attempted suicide|priest|grandfather|convicted murderer,3700000,2013,6.1
Andrew Robertson,74,Amy Rutberg,, Thriller,Carter Roy,The Mansion,Eva Grace Kellner,0,ambient music|post apocalypse,,2013,6.1
Maria Matteoli,,Marcia Gay Harden,, Drama,Elsa Pataky,The Wine of Summer,Sonia Braga,1,season in title,1300000,2015,7.5
Richard Foster,115,Vivica A. Fox,, Comedy | Drama | Family | Romance,Eric Roberts,So This Is Christmas,Lexi Ainsworth,1,christmas play|handyman|christmas|underprivileged children|soul mate,625000,2013,4.7
Albert Dupontel,82,Sandrine Kiberlain,, Comedy,Albert Dupontel,9 mois ferme,Nicolas Marié,0,false accusation|innocence|celebrity cameo|cameo|old maid,,2013,6.5
Vinayak V.V.,153,Amala Paul,, Action | Drama | Romance,Kajal Aggarwal,Naayak,Ram Charan,0,court|tough guy|look alike|dual role|gangster,,2013,5.4
Alphonse Puthren,117,Nazriya Nazim,, Drama | Romance | Thriller,Nivin Pauly,Neram,Lalu Alex,0,,,2013,7.4
Jared Masters,80,Dawna Lee Heising,, Horror | Thriller,Julia Faye West,Slink,Anthony Del Negro,0,guitar|telephone call|bare breasts|skinning off human flesh|nude woman murdered,,2013,2.6
Mark Atkins,87,Robert Boyle,, Action | Fantasy,Jamie Atkins,Jack the Giant Killer,Jane March,0,cloud|beanstalk|giant|magical bean|mockbuster,,2013,2.2
